Genes,M_Log2FC,S_Log2FC,GB_log2FC,H-GBM_log2FC,H1,H2,H3,H4,M1,M2,M3,M4,M_AdjP,S-SHAM-1,S-SHAM-2,S-SHAM-3,STROKE-1,STROKE-2,STROKE-3,S_AdjP,GB-SHAM-1,GB-SHAM-2,GB-SHAM-3,GB-1,GB-2,GB-3,GB_AdjP,Mus_GeneID,H-GB-Control-1,H-GB-Control-2,H-GB-Control-3,H-GBM-1,H-GBM-2,H-GBM-3,H-GBM-4,H-GBM-5,H-GBM-6,H-GBM_Padj_Value,MSG_Genes,M_Control_Exp,Meningitis_Exp,M_UP,M_DOWN,S_Control_Exp,Stroke_Exp,S_UP,S_DOWN,GB_Control_Exp,Glioblastoma_Exp,GB_UP,GB_DOWN,H-Control-GBM,H-GBM,H-GBM-Regulated,HBM-UP,HBM-DOWN
Il3ra,2.435630751,0.679482383,1.628488655,#N/A,165.4191171,221.6559938,201.7019857,174.2457853,1105.700043,834.4753903,957.0756283,1231.846412,4.29E-47,191.2259027,216.8689054,187.4977165,284.1604548,370.0543712,299.6778449,0.001606686,5.973568531,26.99927606,9.411486298,36.70628691,33.03879511,62.90371842,0.044583274,ENSMUSG00000068758,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0
H2bc21,-0.537128096,-0.636022098,-1.051028177,#N/A,786.1272993,897.0959121,551.4155006,582.9479413,388.1712916,468.5152903,588.4890613,496.8575915,0.026504012,404.5937521,398.4745742,317.3844028,179.3471723,228.5348701,311.7766398,0.041083054,186.0339914,208.8473413,174.1124965,60.30318564,78.57875595,134.6532722,0.006000671,ENSMUSG00000068854,276.1343333,214.5540662,36.7284826,182.7207455,260.8283603,214.6221061,223.7629674,213.2041254,129.0572425,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0
Msi2,-0.93060917,-0.368513695,-0.655911511,#N/A,1552.929935,1700.817055,1673.836263,2156.633698,689.2981117,863.6226549,1085.768565,1078.670108,1.03E-06,1498.607206,1321.489794,1499.981732,1133.148043,1123.550093,1088.891548,0.008281002,5336.956799,5708.758693,4759.859195,2731.996497,4273.612795,3023.309967,0.003951384,ENSMUSG00000069769,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Irgm2,3.072597761,-0.489258519,0.881423809,#N/A,2305.045827,3049.951569,2130.930691,3104.494279,22082.24138,18762.20218,27686.47369,20551.36867,1.07E-69,1064.826343,1025.278606,1207.736688,628.879695,900.7525005,817.1339994,0.027440561,1042.814392,1190.350435,721.1551376,1823.515896,1470.672853,2154.452356,0.000361085,ENSMUSG00000069874,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
Sp110,2.8540848,0.88873692,1.091656832,#N/A,364.8496414,380.4803674,230.7238542,345.7547258,2550.167758,2111.557391,2325.218987,2561.519707,6.76E-64,122.7871586,116.368681,104.7473277,214.2849331,228.5348701,194.5113962,2.76E-05,153.6060479,161.9956563,167.0538818,325.1128269,347.3538189,354.8162867,3.18E-06,ENSMUSG00000070034,1065.917147,1292.945901,100.1685889,187.2138786,528.760995,1351.760711,140.2866273,396.1169543,508.8542705,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0
Mfhas1,-0.827170061,-0.521046882,-0.868908959,#N/A,1348.861492,1440.76396,1382.892032,1494.317258,775.1663065,772.9422761,864.6166251,781.3278705,2.48E-15,1721.033125,1369.095163,1419.32629,986.4094475,1013.585616,1141.009434,0.002541217,679.2800787,813.1546671,685.862064,275.2971518,473.2584165,441.3088995,0.000865772,ENSMUSG00000070056,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Gmppb,1.254519932,0.984356584,0.833446909,#N/A,202.5224704,248.708497,211.134093,255.4388475,545.7923615,472.8334035,580.9923853,588.2484956,4.12E-17,164.0516955,212.4610009,175.9755105,384.3153692,364.3170941,347.1423482,1.18E-07,82.7765925,89.73288807,81.17406932,178.2876793,133.0481209,142.516237,0.018988441,ENSMUSG00000070284,279.0308473,0,207.0150838,697.9333393,287.2156653,304.2614105,431.8741211,302.912965,884.9639487,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0
Scn2b,0.816164578,-0.797429982,-2.62180587,#N/A,521.7659066,400.5515794,650.0898533,416.0004088,862.2107779,913.2809575,885.8572069,843.1132705,9.19E-06,450.8905496,521.8959025,448.3185624,299.3001511,211.3230389,308.0539337,0.000352699,989.9056423,871.9177973,1341.136798,154.6907806,169.6586776,194.6083789,2.93E-32,ENSMUSG00000070304,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
Eif3g,0.343739324,0.573707078,0.989405375,#N/A,1934.012294,2319.533983,1945.91628,2380.14269,2839.531812,2665.355419,2608.843227,2771.332628,0.01175348,1507.665275,1566.569288,1768.134891,2619.16747,2426.868202,2161.961595,0.00014471,256.8634468,267.6104715,290.5796395,541.4177319,676.8488296,398.0625931,0.000141381,ENSMUSG00000070319,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Ccnd1,-0.794052129,0.740615412,1.016421105,#N/A,2186.778889,2948.722847,1616.518073,2142.037193,956.3129092,1447.647475,1755.471616,969.2584621,0.003264447,1012.490832,944.1731615,878.8300792,1946.033278,1347.303899,1447.202015,0.000221675,841.4197959,1112.528993,705.8614724,2052.930189,1683.19267,1652.205479,3.70E-06,ENSMUSG00000070348,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0
Il18bp,4.161262143,0.839330118,1.780439477,#N/A,173.1489823,231.2552692,211.134093,250.8774395,4362.810062,3241.823541,3699.609576,4176.950477,4.87E-159,123.7936107,175.4346024,99.50996129,182.8409484,309.8129619,221.5010158,0.024241129,109.2309674,97.67385161,96.46773456,393.2816455,284.8479903,366.6107339,2.08E-12,ENSMUSG00000070427,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Rasal2,-1.015417268,-0.572819057,-0.85970292,#N/A,1374.370047,1335.171931,2691.778299,1559.089252,872.7972677,857.145485,870.863855,843.1132705,1.63E-05,2041.084899,2149.294274,1598.44422,1285.709599,1104.425837,1502.11193,0.008702917,4270.248133,4720.902828,4123.407435,2131.586518,2612.743635,2480.765395,4.84E-07,ENSMUSG00000070565,451.8561818,1501.878464,289.6541696,572.1256129,338.9753788,950.1766272,547.2337857,936.7000919,339.2361803,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0
Lrrc8b,-0.994582817,-0.431050346,-0.670638008,#N/A,1436.981956,1792.446501,1215.290741,1273.545111,715.1761978,813.9643522,613.4779811,725.9784497,3.73E-09,1336.568415,1366.45042,1135.461032,910.7109657,965.774974,970.6956279,0.005428763,1152.04536,1143.498751,1143.495585,723.6382277,649.167677,788.2622214,0.000455002,ENSMUSG00000070639,243.3071748,409.9013274,247.0825193,278.5742513,283.1560799,212.5732077,251.5884142,210.8740257,18.43674893,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0
Runx3,2.246053876,3.343069184,4.849371848,#N/A,6.956878755,1.745322786,6.529920402,8.210534385,27.05436275,23.74962301,24.9889198,36.04148332,1.55E-05,6.038712718,4.407904582,6.28483966,66.38174558,38.24851382,64.21668104,3.62E-09,3.413467732,4.764578127,3.529307362,102.2532278,108.0457894,130.7217898,8.41E-18,ENSMUSG00000070691,3.862018648,0,0,0,120.7726649,24.58678065,0,6.990299193,0,#N/A,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
Rasgrp3,-2.025531203,-0.802517425,-0.818856613,#N/A,3755.941541,4285.640101,3172.815769,5168.075254,952.7840793,1116.232281,1079.521335,874.0059705,1.09E-32,3300.156501,2648.269073,2725.525466,1688.65844,1605.481368,1678.940472,1.19E-08,2163.285175,2280.64473,2129.348775,956.9853373,1580.504523,1185.341944,0.000236692,ENSMUSG00000071042,811.9894208,392.568357,667.7905928,4217.554256,939.7940142,461.5143618,1893.869468,2575.925253,855.4651504,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0
Treml2,3.474196607,1.564119833,3.101619797,#N/A,2.318959585,7.853952537,4.353280268,3.649126393,56.46127877,43.18113274,34.98448772,65.64698747,5.44E-13,7.045164838,12.34213283,18.85451898,41.925313,45.89821658,25.1282665,0.014421243,6.826935464,14.29373438,7.058614724,45.88285864,93.75874289,105.1671542,3.86E-08,ENSMUSG00000071068,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
Srsf3,0.715989229,0.504442617,0.644200881,#N/A,1752.36046,1931.199663,2276.76558,3068.915297,3327.686618,3239.664484,4059.450021,4203.98159,0.000694543,1382.865212,1354.989869,1565.972549,1990.287775,2306.385383,1807.373835,0.003086844,921.6362876,867.1532192,729.3901881,1274.232531,1269.761261,1394.693382,0.001150501,ENSMUSG00000071172,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Arhgef10,-1.727418748,-0.391710598,-0.783104453,#N/A,1386.737832,1414.584118,1406.109527,1196.001175,389.3475682,483.6286867,413.5666227,343.6812874,8.29E-35,1295.303878,1121.370926,1129.176192,901.3942295,836.6862398,964.1808922,0.016000272,914.8093522,942.5923729,997.6175476,452.2738923,577.7324443,626.0885724,0.000207971,ENSMUSG00000071176,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
C1qtnf9,-1.071263067,-0.947517622,-1.006072381,#N/A,738.9751211,709.4737125,594.9483033,443.3688568,256.4283078,335.7333071,376.083243,214.9617041,6.29E-06,776.9810364,523.6590643,775.1302248,391.3029213,240.9656371,443.9327081,0.002461276,128.8584069,139.7609584,130.5843724,48.50473628,93.75874289,55.04075362,0.014963776,ENSMUSG00000071347,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Psmg4,1.57606872,0.832535433,1.379180588,#N/A,258.950487,305.4314876,229.9983075,277.3336059,718.7050277,754.5902947,870.863855,848.2620538,9.79E-29,151.9742701,176.3161833,189.5926631,319.0982156,332.7620702,270.8268722,4.67E-05,37.54814505,43.6752995,59.99822515,125.8501266,164.3010352,74.69816562,0.001969178,ENSMUSG00000071451,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Eef1g,0.33448763,0.702610695,0.61023696,#N/A,4090.644708,4836.28944,4473.721022,5195.443702,5515.56117,5835.93009,6121.035905,5973.87586,0.010530841,2452.723816,2719.677127,2852.269733,4214.658548,4893.897343,3950.721899,1.72E-06,1136.684755,1264.995493,1298.785109,2008.35827,1855.530169,1784.89301,0.000806767,ENSMUSG00000071644,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Csf2rb,4.364293804,2.253145467,3.744848004,#N/A,38.64932642,43.63306965,60.94592375,41.05267192,1122.167916,983.4502982,902.1000048,804.4973955,4.75E-116,46.29679751,123.4213283,128.839213,554.3458052,433.164419,437.4179723,2.95E-10,24.74764106,57.17493753,15.29366523,344.7769092,485.7595822,500.2811356,1.11E-25,ENSMUSG00000071713,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Csf2rb2,6.243179609,1.417562823,3.307559014,#N/A,19.32466321,14.83524368,34.82624214,36.49126393,2460.770733,1959.343898,2044.09364,1533.050237,1.29E-139,73.47100474,120.7765855,102.6523811,289.9834149,257.2212554,248.4906353,7.04E-09,23.89427412,30.96975783,22.35227996,183.5314346,280.3832883,304.6898861,5.37E-23,ENSMUSG00000071714,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Ncf4,2.967034317,2.52971723,3.411729606,#N/A,8.502851811,27.92516458,19.58976121,11.85966078,124.685324,145.736323,114.9490311,144.1659333,1.81E-20,15.0967818,12.34213283,25.13935864,122.2821629,87.97158179,91.20630061,9.27E-11,8.53366933,5.558674482,2.352871575,43.260981,78.57875595,57.98936542,1.24E-07,ENSMUSG00000071715,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0
Apcdd1,-2.170202339,-0.361090638,-0.562941844,#N/A,14892.35845,17897.41251,12909.65263,13243.59196,3658.220354,3899.256287,2931.200292,2605.284366,1.19E-37,11547.02517,12540.48854,10139.54132,9498.412578,8010.195007,9142.035622,0.040245247,3353.732047,3821.191658,3459.89765,2198.444398,2763.650564,2235.047745,0.003711922,ENSMUSG00000071847,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Mcc,-1.703122974,-0.924973106,-0.829518217,#N/A,1227.502607,1240.924501,837.2809049,1007.158885,374.0559719,317.3813257,316.1098355,316.6501749,8.62E-25,1562.01369,1252.726482,1079.944948,661.4882718,589.0271128,800.3818217,1.66E-05,1862.046648,2167.883048,2099.93788,905.8587234,1355.48354,1184.359073,7.20E-05,ENSMUSG00000071856,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Klf12,-2.043994317,-0.602675581,-1.239756901,#N/A,886.615548,1129.223843,729.8999916,906.8079087,196.4381991,177.0426442,263.6331039,249.7159916,3.10E-27,815.226217,603.0013468,744.7534998,371.5048569,481.9312741,568.643364,0.020826368,2214.487191,2147.236543,2202.287794,819.3367614,977.7697473,979.9219885,9.19E-14,ENSMUSG00000072294,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Nanos1,-1.218066279,-0.961083595,-1.02353001,#N/A,557.3232869,616.9716049,521.6680854,727.0884339,236.4316049,251.5300982,251.138644,302.4910207,8.11E-14,513.2905811,357.9218521,295.387464,210.791157,119.5266057,268.9655192,0.017974769,209.0748986,190.5831251,177.6418039,76.03445146,90.18698126,116.9616014,0.001508437,ENSMUSG00000072437,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Slfn2,3.841386493,0.994577681,1.600237728,#N/A,990.1957428,1438.145976,1107.184281,1535.36993,17155.99481,15167.37288,20568.37989,19771.32799,4.11E-112,354.2711461,400.237736,536.3063177,800.0747231,1055.658981,714.7595803,6.85E-05,305.505362,410.5478153,371.7537088,1006.801012,1321.551805,968.1275413,3.26E-14,ENSMUSG00000072620,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
G530011O06Rikx,1.308024666,1.751061488,4.996405365,#N/A,22.41660932,20.07121204,20.31530792,19.15791356,52.93244885,50.73783097,26.23836579,73.37016247,0.000942784,7.045164838,2.644742749,21.99693881,31.44398475,39.20472667,34.43503186,0.044805098,14.50723786,8.7350599,9.411486298,534.8630378,96.43756412,413.7885227,1.34E-09,ENSMUSG00000072844,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
H2-Q6,3.927643187,1.276489356,2.283456433,#N/A,71.1147606,113.4459811,26.11968161,42.87723512,1052.767594,698.4548221,1079.521335,1019.4591,2.80E-31,16.10323392,12.34213283,12.56967932,37.26694489,27.73017252,34.43503186,0.022773424,83.62995943,73.85096097,43.52812413,340.8440927,235.7362678,410.8399109,6.44E-13,ENSMUSG00000073409,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
H2-D1,2.006903473,0.537198706,0.92329893,#N/A,19173.15785,24900.52019,15248.81523,20745.28355,85204.77478,69630.65608,71846.89276,95119.91046,6.57E-31,9730.379093,9767.034973,11679.32704,13468.5068,19335.57995,12436.63056,0.032740939,3367.385918,3930.776955,2788.152816,6702.830178,5407.647114,7024.57618,2.96E-06,ENSMUSG00000073411,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Ifi204,6.252069823,1.655139547,3.453593009,#N/A,44.06023211,54.97766776,55.86709677,41.05267192,5332.062014,2532.573435,3769.578552,3323.53964,3.43E-157,36.23227631,60.82908323,81.70291558,181.6763563,210.366826,170.3138062,4.37E-07,131.4185077,133.4081876,91.76199141,1342.40135,1050.09792,1538.192489,1.78E-54,ENSMUSG00000073489,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Ecscr,1.158262116,2.024598728,1.192365478,#N/A,1312.531125,1450.363235,1644.088848,1209.685399,3537.06386,3213.755804,2688.80777,3098.28037,1.07E-15,1058.78763,1084.344527,1022.333918,4228.633653,5277.338694,3374.633123,4.22E-28,354.1472772,503.4570888,359.9893509,1004.179135,1039.382635,743.0501738,3.05E-07,ENSMUSG00000073599,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Hspe1,1.522620645,1.091019757,1.566440626,#N/A,460.6999709,446.8026332,370.0288228,522.7373558,1163.337598,834.4753903,1701.745438,1472.552033,1.03E-11,245.5743172,281.2243123,241.9663269,611.4108146,536.4354063,493.2585645,1.32E-10,105.8174997,129.4377058,162.3481386,618.7631222,285.7409307,273.2380269,7.21E-06,ENSMUSG00000073676,221.1005676,437.5403883,1357.28438,268.0902741,345.0647568,446.1476239,455.0619934,604.6608802,704.2838092,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0
Lmbrd1,-0.436751345,-0.383440247,-0.97929343,#N/A,3133.687386,3674.777126,3188.05225,3849.828345,2480.767436,2516.380511,2548.86982,2682.516116,0.000396946,2736.543314,2635.045359,2763.234504,1993.781552,2098.887196,2141.486711,0.00056172,2176.085679,2584.783634,2056.409756,1046.129177,1290.29889,1120.472484,1.18E-07,ENSMUSG00000073725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
8030451A03Rik,4.35977386,4.357201071,3.98498767,#N/A,2.318959585,0,0,0,7.057659847,19.43150973,6.24722995,16.73354583,0.000513817,0,0,2.094946553,8.152144194,21.99289545,10.23744191,0.007917132,4.266834665,0,0,22.28595991,16.07292735,32.43472981,0.001234103,ENSMUSG00000073821,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
Gvin3,3.385297196,1.161562872,3.124848175,#N/A,15.45973057,10.47193672,7.981013825,2.736844795,116.4513875,72.32839735,97.45678722,101.6884708,3.67E-19,23.14839875,30.85533207,23.04441209,51.24204922,52.5917065,68.87006373,0.005980165,56.32221758,72.26276827,32.94020204,365.7519303,397.3584818,661.471914,1.33E-22,ENSMUSG00000073902,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
I830077J02Rik,1.687621473,2.061485164,2.883149477,#N/A,18.55167668,20.94387343,8.706560536,10.03509758,39.9934058,47.49924602,67.47008346,32.17989582,0.000117921,9.058069077,19.39478016,15.71209915,81.52144194,37.29230098,67.00871065,0.000103356,4.266834665,11.91144532,10.58792209,60.30318564,54.46936492,81.57825983,6.66E-07,ENSMUSG00000074342,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
Pira12,4.443160341,3.715295095,6.197756615,#N/A,0.772986528,1.745322786,2.902186845,0.912281598,18.82042626,47.49924602,17.49224386,56.63661664,5.00E-09,2.012904239,2.644742749,0,36.10235286,7.649702764,19.54420727,0.001975971,0,0,0,3.932816455,20.5376294,12.7773178,0.001219237,ENSMUSG00000074417,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Eif2s2,1.937758751,0.772509736,0.87013874,#N/A,1016.477285,1191.182802,1083.966787,1136.702872,4056.978135,3411.309487,4213.131878,5283.938894,5.37E-38,947.0714447,1050.844452,1006.621819,1693.316808,1925.812671,1514.210725,2.49E-07,523.9672969,585.2490133,596.4529442,1165.424609,922.407442,1031.03126,8.95E-06,ENSMUSG00000074656,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Sirpb1c,2.51700801,3.656633196,7.404540048,#N/A,0.772986528,2.617984179,2.176640134,6.385971188,12.93904305,20.51103805,13.74390589,19.30793749,0.000508816,4.025808479,7.052647331,4.189893107,66.38174558,43.02957805,85.62224139,3.12E-10,0,0,0,24.90783755,21.4305698,40.29769461,1.25E-06,ENSMUSG00000074677,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
Ptar1,-0.52395084,-0.476935501,-1.004017329,#N/A,877.3397096,884.0059912,938.8574445,1044.56243,584.6094906,580.7862354,682.1975105,758.1583455,0.000567214,1116.155401,915.9625721,924.9189033,712.730321,726.7217626,684.9779311,0.003477868,3017.505475,3402.702879,3197.55247,1384.351392,1857.31605,1550.969807,2.44E-08,ENSMUSG00000074925,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Qser1,-0.575033724,-0.449717934,-0.487117999,#N/A,725.8343501,713.8370195,885.1669878,901.3342191,589.3145972,518.1735929,506.0256259,552.2070123,0.000109502,887.6907696,742.2911316,832.741255,595.1065262,588.0709,618.899897,0.004035397,2347.612433,2513.314962,2166.99472,1435.478006,1873.388977,1703.31475,0.020713735,ENSMUSG00000074994,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Cd80,1.284485449,0.91595888,1.413720855,#N/A,46.3791917,47.12371522,44.9838961,51.08776951,97.63096121,69.08981239,89.96011128,205.9513332,0.000469691,38.24518055,44.96062674,50.27871728,90.83817817,80.32187902,80.96885871,0.005496029,52.05538291,39.70481773,44.70455992,87.83290082,156.2645715,117.944472,0.000447153,ENSMUSG00000075122,0,0,0,0,48.7150245,17.92786089,0,3.495149597,0,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Amd1,-1.331731927,-0.734649373,-0.782217158,#N/A,1396.01367,1791.57384,1993.076816,2536.142843,713.9999212,831.2368053,735.9236881,783.9022622,9.72E-13,1258.06515,1013.818054,1344.955687,599.7648943,713.3347828,858.083767,0.000693582,1034.280723,929.0927348,754.0953397,469.3160969,650.0606174,459.9834409,0.001280627,ENSMUSG00000075232,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Nynrin,-1.365425855,-0.337486735,-0.897526694,#N/A,1007.201446,1231.325226,1302.356347,1443.229489,436.3986339,611.0130283,482.2861521,402.8922957,1.31E-14,1100.052167,1049.962871,986.7198267,789.5933948,836.6862398,855.2917374,0.021123232,888.3549773,1059.324537,763.506826,372.3066244,554.5159937,526.8186418,0.000193965,ENSMUSG00000075592,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Zfp652,-0.490311332,-0.47112284,-0.777348364,#N/A,1392.148737,1278.448941,1298.003067,1182.316951,1099.818659,920.8376558,789.6498657,855.9852288,0.001393802,1592.207253,1306.502918,1378.474832,1008.536696,996.373785,1079.584783,0.002166701,2693.226041,3041.389038,2657.568444,1384.351392,1727.83969,1781.944398,2.92E-05,ENSMUSG00000075595,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Sarnp,0.47430315,0.454357474,0.913868802,#N/A,519.446947,630.0615258,563.024248,700.6322675,833.9801385,759.9879363,893.3538828,863.7084038,0.002105452,386.477614,363.2113376,384.4226926,542.6998849,520.179788,491.3972115,0.003720508,168.9666527,120.7026459,164.7010102,304.1378058,269.6680034,281.1009917,0.000990298,ENSMUSG00000078427,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Slfn1,6.842925991,3.743153542,6.439692949,#N/A,1.545973057,5.235968358,4.353280268,3.649126393,328.1811829,359.4829301,466.0433543,531.611879,4.33E-64,4.025808479,10.578971,14.66462587,165.3720679,125.2638828,101.4437425,4.07E-17,5.120201598,3.176385418,1.176435787,222.8595991,265.2033013,376.4394399,3.18E-32,ENSMUSG00000078763,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
